Trade_Dt,Sector,Client_Symbol,PNL
8/23/2019,Information Technology,Ticker 172,71799.03297
8/23/2019,Information Technology,Ticker 170,-3579.24
8/23/2019,Information Technology,Ticker 100,-3877.16
8/23/2019,Information Technology,Ticker 156,-1661.82
8/23/2019,Information Technology,Ticker 160,-75845.8
8/23/2019,Information Technology,Ticker 104,-31766.7
8/23/2019,Information Technology,Ticker 161,-5709.74
8/23/2019,Other,Ticker 110,23765
8/23/2019,Other,Ticker 111,99903
8/23/2019,Other,Ticker 112,-948.6
8/23/2019,Other,Ticker 165,10691.18
8/23/2019,Other,Ticker 114,553554.59
8/23/2019,other,Ticker 115,-3502.5592
8/23/2019,Other,Ticker 116,227117.1002
8/23/2019,Other,Ticker 117,47211.84
8/23/2019,Real Estate,Ticker 171,523.02
8/23/2019,Real Estate,Ticker 124,-20606.68
8/23/2019,Real Estate,Ticker 149,-8628.3
8/23/2019,Real Estate,Ticker 157,-31872.96
8/26/2019,Communication Services,Ticker 166,5113.2
8/26/2019,Communication Services,Ticker 167,7523.623782
8/26/2019,Consumer Discretionary,Ticker 136,2530.77
8/26/2019,Consumer Discretionary,Ticker 8,-183380
8/26/2019,Consumer Discretionary,Ticker 9,-20680
8/26/2019,Consumer Discretionary,Ticker 150,30103.18
8/26/2019,Energy,Ticker 14,121689.12
8/26/2019,Energy,Ticker 138,-13854.54
8/26/2019,Energy,Ticker 15,0
8/26/2019,Financials,Ticker 169,-9855.33318
8/26/2019,Financials,Ticker 17,0
8/26/2019,Financials,Ticker 18,18320.6773
8/26/2019,Financials,Ticker 20,-6422.88
8/26/2019,Financials,Ticker 21,4313.8424
8/26/2019,Financials,Ticker 22,-2140.98
8/26/2019,Financials,Ticker 23,0
8/26/2019,Financials,Ticker 24,-19509.28
8/26/2019,Financials,Ticker 25,0
8/26/2019,Financials,Ticker 26,-2166.048
8/26/2019,Financials,Ticker 27,0
8/26/2019,Financials,Ticker 28,0
8/26/2019,Financials,Ticker 29,0
8/26/2019,Financials,Ticker 30,0
8/26/2019,Financials,Ticker 32,866.13
8/26/2019,Financials,Ticker 33,0
8/26/2019,Financials,Ticker 34,3034.86
8/26/2019,Financials,Ticker 35,-19076.32
8/26/2019,Financials,Ticker 36,0
8/26/2019,Financials,Ticker 38,0
8/26/2019,Financials,Ticker 39,-3777.72
8/26/2019,Financials,Ticker 158,15978.75
8/26/2019,Financials,Ticker 140,3452.22
8/26/2019,Financials,Ticker 42,0
8/26/2019,Financials,Ticker 44,0
8/26/2019,Financials,Ticker 45,1351.68
8/26/2019,Financials,Ticker 47,0
8/26/2019,Financials,Ticker 151,5624.64
8/26/2019,Financials,Ticker 49,0
8/26/2019,Financials,Ticker 50,0
8/26/2019,Financials,Ticker 51,0
8/26/2019,Financials,Ticker 52,844.79
8/26/2019,Financials,Ticker 53,-7.9756
8/26/2019,Financials,Ticker 54,0
8/26/2019,Financials,Ticker 55,0
8/26/2019,Financials,Ticker 56,0
8/26/2019,Financials,Ticker 141,-639.15
8/26/2019,Financials,Ticker 57,0
8/26/2019,Financials,Ticker 58,-823.14
8/26/2019,Financials,Ticker 152,-852.2
8/26/2019,Financials,Ticker 59,1584.51
8/26/2019,Health Care,Ticker 133,12132.9
8/26/2019,Health Care,Ticker 61,-15966.72
8/26/2019,Health Care,Ticker 66,0
8/26/2019,Health Care,Ticker 69,0
8/26/2019,Health Care,Ticker 70,-436.5283
8/26/2019,Health Care,Ticker 71,0
8/26/2019,Health Care,Ticker 163,74233.34
8/26/2019,Health Care,Ticker 142,-766.98
8/26/2019,Health Care,Ticker 143,0
8/26/2019,Health Care,Ticker 145,-5965.12
8/26/2019,Health Care,Ticker 146,5955.48
8/26/2019,Health Care,Ticker 83,0
8/26/2019,Health Care,Ticker 159,7637.73
8/26/2019,Health Care,Ticker 153,69061.5
8/26/2019,Health Care,Ticker 134,21794.55
8/26/2019,Health Care,Ticker 88,-7549.1992
8/26/2019,Health Care,Ticker 147,11504.7
8/26/2019,Health Care,Ticker 89,0
8/26/2019,Health Care,Ticker 90,51557.5
8/26/2019,Health Care,Ticker 91,286.595007
8/26/2019,Health Care,Ticker 93,16618.16
8/26/2019,Health Care,Ticker 94,0
8/26/2019,Industrials,Ticker 97,-23321.59516
8/26/2019,Information Technology,Ticker 164,-1597.8
8/26/2019,Information Technology,Ticker 172,-34115.648
8/26/2019,Information Technology,Ticker 170,1917.45
8/26/2019,Information Technology,Ticker 100,-383.224
8/26/2019,Information Technology,Ticker 156,13848.5
8/26/2019,Information Technology,Ticker 160,23009.4
8/26/2019,Information Technology,Ticker 104,-7744.5
8/26/2019,Information Technology,Ticker 161,3408.8
8/26/2019,Other,Ticker 110,9198.9415
8/26/2019,Other,Ticker 111,-23643.71
8/26/2019,Other,Ticker 112,5936.49
8/26/2019,Other,Ticker 165,-4677.9
8/26/2019,Other,Ticker 114,-231601.435
8/26/2019,other,Ticker 115,-9014.824
8/26/2019,Other,Ticker 116,-77965.36
8/26/2019,Other,Ticker 117,-5840.64
8/26/2019,Real Estate,Ticker 171,-290.9385
8/26/2019,Real Estate,Ticker 124,6221.2694
8/26/2019,Real Estate,Ticker 149,7861.34
8/26/2019,Real Estate,Ticker 157,11249.28
8/27/2019,Communication Services,Ticker 166,10354.23
8/27/2019,Communication Services,Ticker 167,-18115.95064
8/27/2019,Consumer Discretionary,Ticker 136,-2686.8962
8/27/2019,Consumer Discretionary,Ticker 8,-76120
8/27/2019,Consumer Discretionary,Ticker 9,0
8/27/2019,Consumer Discretionary,Ticker 150,4601.76
8/27/2019,Energy,Ticker 14,-26076.24
8/27/2019,Energy,Ticker 138,-10555.84
8/27/2019,Energy,Ticker 15,0
8/27/2019,Financials,Ticker 173,2584.659983
8/27/2019,Financials,Ticker 169,764.664432
8/27/2019,Financials,Ticker 17,0
8/27/2019,Financials,Ticker 18,-21413.11549
8/27/2019,Financials,Ticker 20,0
8/27/2019,Financials,Ticker 21,-4313.8424
8/27/2019,Financials,Ticker 22,0
8/27/2019,Financials,Ticker 23,0
8/27/2019,Financials,Ticker 24,19509.28
8/27/2019,Financials,Ticker 25,-3492.28
8/27/2019,Financials,Ticker 27,0
8/27/2019,Financials,Ticker 28,0
8/27/2019,Financials,Ticker 29,0
8/27/2019,Financials,Ticker 30,-1677.3
8/27/2019,Financials,Ticker 32,0
8/27/2019,Financials,Ticker 33,0
8/27/2019,Financials,Ticker 34,-6069.72
8/27/2019,Financials,Ticker 35,2384.54
8/27/2019,Financials,Ticker 36,0
8/27/2019,Financials,Ticker 38,12278.9446
8/27/2019,Financials,Ticker 39,0
8/27/2019,Financials,Ticker 158,-19174.5
8/27/2019,Financials,Ticker 140,1896.59
8/27/2019,Financials,Ticker 42,4780.324
8/27/2019,Financials,Ticker 44,1272.36
8/27/2019,Financials,Ticker 45,-337.92
8/27/2019,Financials,Ticker 47,-1060.29
8/27/2019,Financials,Ticker 151,-13592.88
8/27/2019,Financials,Ticker 49,2210.72
8/27/2019,Financials,Ticker 50,1908.51
8/27/2019,Financials,Ticker 51,843.66
8/27/2019,Financials,Ticker 52,0
8/27/2019,Financials,Ticker 53,-4026.2677
8/27/2019,Financials,Ticker 54,625.3444
8/27/2019,Financials,Ticker 55,3179.5911
8/27/2019,Financials,Ticker 56,5051.8
8/27/2019,Financials,Ticker 141,639.15
8/27/2019,Financials,Ticker 57,0
8/27/2019,Financials,Ticker 58,-27.66704149
8/27/2019,Financials,Ticker 152,852.2
8/27/2019,Financials,Ticker 59,-1584.51
8/27/2019,Health Care,Ticker 133,3568.5
8/27/2019,Health Care,Ticker 61,-4942.08
8/27/2019,Health Care,Ticker 66,0
8/27/2019,Health Care,Ticker 69,0
8/27/2019,Health Care,Ticker 70,-536.798
8/27/2019,Health Care,Ticker 71,0
8/27/2019,Health Care,Ticker 163,35546.9788
8/27/2019,Health Care,Ticker 142,-5752.35
8/27/2019,Health Care,Ticker 143,0
8/27/2019,Health Care,Ticker 145,-11880.4219
8/27/2019,Health Care,Ticker 146,25.56
8/27/2019,Health Care,Ticker 83,0
8/27/2019,Health Care,Ticker 159,1614.32
8/27/2019,Health Care,Ticker 153,-2762.46
8/27/2019,Health Care,Ticker 134,20857.15
8/27/2019,Health Care,Ticker 88,-30867.6
8/27/2019,Health Care,Ticker 147,-12783
8/27/2019,Health Care,Ticker 89,0
8/27/2019,Health Care,Ticker 90,-2515
8/27/2019,Health Care,Ticker 91,-636.850771
8/27/2019,Health Care,Ticker 93,9906.98
8/27/2019,Health Care,Ticker 94,0
8/27/2019,Industrials,Ticker 97,2175.11916
8/27/2019,Information Technology,Ticker 164,-852.16
8/27/2019,Information Technology,Ticker 172,45414.81536
8/27/2019,Information Technology,Ticker 170,-3834.9
8/27/2019,Information Technology,Ticker 100,218.7973
8/27/2019,Information Technology,Ticker 156,-830.91
8/27/2019,Information Technology,Ticker 160,5965.4
8/27/2019,Information Technology,Ticker 104,-5421.15
8/27/2019,Information Technology,Ticker 161,-298.27
8/27/2019,Other,Ticker 111,25641.77
8/27/2019,Other,Ticker 112,-2269.44
8/27/2019,Other,Ticker 165,-2408.96
8/27/2019,Other,Ticker 114,80679.06
8/27/2019,other,Ticker 115,-18373.29096
8/27/2019,Other,Ticker 116,130627.2868
8/27/2019,Other,Ticker 117,8517.6
8/27/2019,Real Estate,Ticker 171,-187.4799
8/27/2019,Real Estate,Ticker 124,-16455.92
8/27/2019,Real Estate,Ticker 149,1054.57
8/27/2019,Real Estate,Ticker 157,-6093.36
8/28/2019,Communication Services,Ticker 166,-2300.94
8/28/2019,Communication Services,Ticker 167,5487.024366
8/28/2019,Consumer Discretionary,Ticker 8,0
8/28/2019,Consumer Discretionary,Ticker 9,-92120
8/28/2019,Consumer Discretionary,Ticker 150,6519.16
8/28/2019,Consumer Staples,Ticker 174,1222.750249
8/28/2019,Energy,Ticker 14,43460.4
8/28/2019,Energy,Ticker 138,26389.6
8/28/2019,Energy,Ticker 15,0
8/28/2019,Financials,Ticker 173,-781.776
8/28/2019,Financials,Ticker 169,-294.923496
8/28/2019,Financials,Ticker 17,0
8/28/2019,Financials,Ticker 18,-2790.5202
8/28/2019,Financials,Ticker 20,-3211.44
8/28/2019,Financials,Ticker 21,0
8/28/2019,Financials,Ticker 22,0
8/28/2019,Financials,Ticker 23,0
8/28/2019,Financials,Ticker 24,-24.3866
8/28/2019,Financials,Ticker 25,0
8/28/2019,Financials,Ticker 27,0
8/28/2019,Financials,Ticker 28,0
8/28/2019,Financials,Ticker 29,0
8/28/2019,Financials,Ticker 30,1677.3
8/28/2019,Financials,Ticker 32,866.13
8/28/2019,Financials,Ticker 33,0
8/28/2019,Financials,Ticker 34,0
8/28/2019,Financials,Ticker 35,-9001.6385
8/28/2019,Financials,Ticker 36,0
8/28/2019,Financials,Ticker 38,0
8/28/2019,Financials,Ticker 39,-4155.492
8/28/2019,Financials,Ticker 158,-5113.2
8/28/2019,Financials,Ticker 140,4091.52
8/28/2019,Financials,Ticker 42,-2264.364
8/28/2019,Financials,Ticker 44,0
8/28/2019,Financials,Ticker 45,-2214.406
8/28/2019,Financials,Ticker 47,0
8/28/2019,Financials,Ticker 151,1406.16
8/28/2019,Financials,Ticker 49,0
8/28/2019,Financials,Ticker 50,-636.17
8/28/2019,Financials,Ticker 51,2109.15
8/28/2019,Financials,Ticker 52,-887.0295
8/28/2019,Financials,Ticker 53,-2326.386
8/28/2019,Financials,Ticker 54,-422.53
8/28/2019,Financials,Ticker 55,-3148.11
8/28/2019,Financials,Ticker 56,0
8/28/2019,Financials,Ticker 141,0
8/28/2019,Financials,Ticker 175,1116.35
8/28/2019,Financials,Ticker 57,893.1
8/28/2019,Financials,Ticker 58,-4969.993857
8/28/2019,Financials,Ticker 152,0
8/28/2019,Financials,Ticker 59,528.17
8/28/2019,Health Care,Ticker 133,-12132.9
8/28/2019,Health Care,Ticker 61,3665.7039
8/28/2019,Health Care,Ticker 66,0
8/28/2019,Health Care,Ticker 69,0
8/28/2019,Health Care,Ticker 71,0
8/28/2019,Health Care,Ticker 163,55888.5474
8/28/2019,Health Care,Ticker 142,-2300.94
8/28/2019,Health Care,Ticker 143,-5752.35
8/28/2019,Health Care,Ticker 145,1086.3764
8/28/2019,Health Care,Ticker 146,2215.2
8/28/2019,Health Care,Ticker 83,0
8/28/2019,Health Care,Ticker 159,11873.6484
8/28/2019,Health Care,Ticker 153,-4604.1
8/28/2019,Health Care,Ticker 134,-10077.05
8/28/2019,Health Care,Ticker 88,-16547.2027
8/28/2019,Health Care,Ticker 147,-1278.3
8/28/2019,Health Care,Ticker 89,0
8/28/2019,Health Care,Ticker 90,16347.5
8/28/2019,Health Care,Ticker 91,-280.364429
8/28/2019,Health Care,Ticker 93,-24927.24
8/28/2019,Health Care,Ticker 94,0
8/28/2019,Information Technology,Ticker 164,532.6
8/28/2019,Information Technology,Ticker 172,17417.32416
8/28/2019,Information Technology,Ticker 170,-4133.17
8/28/2019,Information Technology,Ticker 100,-2311.9633
8/28/2019,Information Technology,Ticker 156,2769.7
8/28/2019,Information Technology,Ticker 160,6215.7652
8/28/2019,Information Technology,Ticker 104,13165.65
8/28/2019,Information Technology,Ticker 161,-10098.57
8/28/2019,Other,Ticker 111,-38629.16
8/28/2019,Other,Ticker 112,-1130.64
8/28/2019,Other,Ticker 165,-3708.38196
8/28/2019,Other,Ticker 114,-143696.9316
8/28/2019,other,Ticker 115,-6203.68
8/28/2019,Other,Ticker 116,-115216.9428
8/28/2019,Other,Ticker 117,-19468.8
8/28/2019,Real Estate,Ticker 171,76.2404
8/28/2019,Real Estate,Ticker 124,13924.24
8/28/2019,Real Estate,Ticker 149,2588.49
8/28/2019,Real Estate,Ticker 157,6562.08
8/29/2019,Communication Services,Ticker 166,4985.37
8/29/2019,Communication Services,Ticker 167,-6457.05522
8/29/2019,Consumer Discretionary,Ticker 8,41520
8/29/2019,Consumer Discretionary,Ticker 9,22560
8/29/2019,Consumer Discretionary,Ticker 150,16994.082
8/29/2019,Consumer Staples,Ticker 174,5182.75583
8/29/2019,Energy,Ticker 14,60844.56
8/29/2019,Energy,Ticker 138,11215.58
8/29/2019,Energy,Ticker 15,0
8/29/2019,Financials,Ticker 173,-1495.674
8/29/2019,Financials,Ticker 169,-2581.686688
8/29/2019,Financials,Ticker 17,0
8/29/2019,Financials,Ticker 18,192.3071805
8/29/2019,Financials,Ticker 20,-1070.48
8/29/2019,Financials,Ticker 21,0
8/29/2019,Financials,Ticker 22,4281.96
8/29/2019,Financials,Ticker 23,-8563.859994
8/29/2019,Financials,Ticker 24,0
8/29/2019,Financials,Ticker 25,-1746.14
8/29/2019,Financials,Ticker 27,-1170.5528
8/29/2019,Financials,Ticker 28,0
8/29/2019,Financials,Ticker 29,0
8/29/2019,Financials,Ticker 30,-1677.3
8/29/2019,Financials,Ticker 32,0
8/29/2019,Financials,Ticker 33,0
8/29/2019,Financials,Ticker 34,-1517.43
8/29/2019,Financials,Ticker 35,3040.2885
8/29/2019,Financials,Ticker 36,0
8/29/2019,Financials,Ticker 38,0
8/29/2019,Financials,Ticker 39,4155.492
8/29/2019,Financials,Ticker 158,-7669.8
8/29/2019,Financials,Ticker 140,1534.32
8/29/2019,Financials,Ticker 42,0
8/29/2019,Financials,Ticker 44,-424.12
8/29/2019,Financials,Ticker 45,-2554.8104
8/29/2019,Financials,Ticker 47,1060.29
8/29/2019,Financials,Ticker 151,-8019.9839
8/29/2019,Financials,Ticker 49,0
8/29/2019,Financials,Ticker 50,-1272.34
8/29/2019,Financials,Ticker 51,-421.83
8/29/2019,Financials,Ticker 52,42.2395
8/29/2019,Financials,Ticker 53,3241.7724
8/29/2019,Financials,Ticker 54,0
8/29/2019,Financials,Ticker 55,0
8/29/2019,Financials,Ticker 56,0
8/29/2019,Financials,Ticker 141,0
8/29/2019,Financials,Ticker 175,0
8/29/2019,Financials,Ticker 57,-893.1
8/29/2019,Financials,Ticker 58,206.3827592
8/29/2019,Financials,Ticker 152,0
8/29/2019,Financials,Ticker 59,-528.17
8/29/2019,Health Care,Ticker 133,15130.44
8/29/2019,Health Care,Ticker 61,-3534.56
8/29/2019,Health Care,Ticker 66,0
8/29/2019,Health Care,Ticker 69,0
8/29/2019,Health Care,Ticker 71,0
8/29/2019,Health Care,Ticker 163,-70637.4
8/29/2019,Health Care,Ticker 142,4985.37
8/29/2019,Health Care,Ticker 143,0
8/29/2019,Health Care,Ticker 145,0
8/29/2019,Health Care,Ticker 146,2223.72
8/29/2019,Health Care,Ticker 83,0
8/29/2019,Health Care,Ticker 159,18072.42
8/29/2019,Health Care,Ticker 153,3733.0365
8/29/2019,Health Care,Ticker 134,29284.9124
8/29/2019,Health Care,Ticker 88,-9710.6458
8/29/2019,Health Care,Ticker 147,5113.2
8/29/2019,Health Care,Ticker 89,0
8/29/2019,Health Care,Ticker 90,47785
8/29/2019,Health Care,Ticker 91,537.3584
8/29/2019,Health Care,Ticker 93,-13907.3912
8/29/2019,Health Care,Ticker 94,0
8/29/2019,Information Technology,Ticker 164,3728.2
8/29/2019,Information Technology,Ticker 172,21671.6192
8/29/2019,Information Technology,Ticker 170,1022.64
8/29/2019,Information Technology,Ticker 100,-68.328
8/29/2019,Information Technology,Ticker 156,9416.98
8/29/2019,Information Technology,Ticker 160,40328.436
8/29/2019,Information Technology,Ticker 104,7744.5
8/29/2019,Information Technology,Ticker 161,2904.857
8/29/2019,Other,Ticker 111,-50284.51
8/29/2019,Other,Ticker 112,-3385.049364
8/29/2019,Other,Ticker 165,-11784.15
8/29/2019,Other,Ticker 114,-241216.9566
8/29/2019,Other,Ticker 176,2722.52
8/29/2019,other,Ticker 115,-55766.28324
8/29/2019,Other,Ticker 116,-101025.6408
8/29/2019,Other,Ticker 117,-20198.88
8/29/2019,Real Estate,Ticker 171,-421.636
8/29/2019,Real Estate,Ticker 177,1829.729435
8/29/2019,Real Estate,Ticker 178,2282.713164
8/29/2019,Real Estate,Ticker 124,8656.95
8/29/2019,Real Estate,Ticker 149,-1246.31
8/29/2019,Real Estate,Ticker 157,16405.2
8/30/2019,Communication Services,Ticker 166,127.83
8/30/2019,Communication Services,Ticker 167,-16373.86542
8/30/2019,Consumer Discretionary,Ticker 8,100340
8/30/2019,Consumer Discretionary,Ticker 9,54520
8/30/2019,Consumer Discretionary,Ticker 150,-479.34
8/30/2019,Consumer Staples,Ticker 174,-2758.584764
8/30/2019,Energy,Ticker 14,-43460.4
8/30/2019,Energy,Ticker 138,659.74
8/30/2019,Energy,Ticker 15,0
8/30/2019,Financials,Ticker 173,292.0455
8/30/2019,Financials,Ticker 169,7233.934876
8/30/2019,Financials,Ticker 17,0
8/30/2019,Financials,Ticker 18,-5320.919829
8/30/2019,Financials,Ticker 20,0
8/30/2019,Financials,Ticker 21,0
8/30/2019,Financials,Ticker 22,-4281.96
8/30/2019,Financials,Ticker 23,0
8/30/2019,Financials,Ticker 24,24.3866
8/30/2019,Financials,Ticker 25,0
8/30/2019,Financials,Ticker 27,3715.2328
8/30/2019,Financials,Ticker 28,0
8/30/2019,Financials,Ticker 29,0
8/30/2019,Financials,Ticker 30,0
8/30/2019,Financials,Ticker 32,-1489.7436
8/30/2019,Financials,Ticker 33,0
8/30/2019,Financials,Ticker 34,0
8/30/2019,Financials,Ticker 35,0
8/30/2019,Financials,Ticker 36,0
8/30/2019,Financials,Ticker 38,17.8214
8/30/2019,Financials,Ticker 39,0
8/30/2019,Financials,Ticker 158,-4474.05
8/30/2019,Financials,Ticker 140,-277.03
8/30/2019,Financials,Ticker 42,628.99
8/30/2019,Financials,Ticker 44,0
8/30/2019,Financials,Ticker 47,2120.58
8/30/2019,Financials,Ticker 151,-1278.35
8/30/2019,Financials,Ticker 49,0
8/30/2019,Financials,Ticker 50,2544.68
8/30/2019,Financials,Ticker 51,801.477
8/30/2019,Financials,Ticker 52,2534.37
8/30/2019,Financials,Ticker 53,619.736
8/30/2019,Financials,Ticker 54,0
8/30/2019,Financials,Ticker 55,-7345.59
8/30/2019,Financials,Ticker 56,0
8/30/2019,Financials,Ticker 141,-1278.3
8/30/2019,Financials,Ticker 175,0
8/30/2019,Financials,Ticker 57,446.55
8/30/2019,Financials,Ticker 58,-40.2208768
8/30/2019,Financials,Ticker 152,852.2
8/30/2019,Financials,Ticker 59,1584.51
8/30/2019,Health Care,Ticker 133,8564.4
8/30/2019,Health Care,Ticker 61,-970.4467
8/30/2019,Health Care,Ticker 66,0
8/30/2019,Health Care,Ticker 69,0
8/30/2019,Health Care,Ticker 71,0
8/30/2019,Health Care,Ticker 163,-63835.28
8/30/2019,Health Care,Ticker 142,-3067.92
8/30/2019,Health Care,Ticker 143,0
8/30/2019,Health Care,Ticker 146,1968.12
8/30/2019,Health Care,Ticker 83,0
8/30/2019,Health Care,Ticker 159,-7838.64
8/30/2019,Health Care,Ticker 153,-21157.5
8/30/2019,Health Care,Ticker 134,-14040.93
8/30/2019,Health Care,Ticker 147,-9587.25
8/30/2019,Health Care,Ticker 89,0
8/30/2019,Health Care,Ticker 90,-20120
8/30/2019,Health Care,Ticker 91,677.859092
8/30/2019,Health Care,Ticker 93,-18796.63
8/30/2019,Health Care,Ticker 94,0
8/30/2019,Industrials,Ticker 179,196.336376
8/30/2019,Information Technology,Ticker 164,426.08
8/30/2019,Information Technology,Ticker 172,-22214.736
8/30/2019,Information Technology,Ticker 170,-2343.55
8/30/2019,Information Technology,Ticker 156,-2215.76
8/30/2019,Information Technology,Ticker 160,2045.28
8/30/2019,Information Technology,Ticker 104,10067.85
8/30/2019,Information Technology,Ticker 161,-169.7612
8/30/2019,Other,Ticker 111,-1332.04
8/30/2019,Other,Ticker 165,-4057.02
8/30/2019,Other,Ticker 114,7738.62
8/30/2019,Other,Ticker 176,-3576.18
8/30/2019,other,Ticker 115,-8288.1154
8/30/2019,Other,Ticker 116,65756.0942
8/30/2019,Other,Ticker 117,0
8/30/2019,Real Estate,Ticker 171,-320.4471283
8/30/2019,Real Estate,Ticker 177,391.112
8/30/2019,Real Estate,Ticker 178,-264.45
8/30/2019,Real Estate,Ticker 124,-23016.6375
8/30/2019,Real Estate,Ticker 149,4122.41
8/30/2019,Real Estate,Ticker 157,3749.76
