Trade_Dt,name,value
10-May,Alpha,0.091818344
10-May,Market,0.018353174
10-May,Size,0.048871588
10-May,Quality,0.066644781
10-May,Momentum,0.347276376
10-May,Growth,-0.014061915
10-May,Capex,-0.020873582
10-Jun,Alpha,0.521229554
10-Jun,Market,-0.012460872
10-Jun,Size,0.046432627
10-Jun,Quality,-0.028862934
10-Jun,Momentum,0.186166624
10-Jun,Growth,-0.053954853
10-Jun,Capex,-0.03651329
10-Jul,Alpha,0.511583421
10-Jul,Market,0.001321311
10-Jul,Size,0.018694971
10-Jul,Quality,-0.009176659
10-Jul,Momentum,0.214639519
10-Jul,Growth,-0.010008373
10-Jul,Capex,0.029790183
10-Aug,Alpha,0.539170058
10-Aug,Market,-0.000728327
10-Aug,Size,0.025138817
10-Aug,Quality,-0.010970939
10-Aug,Momentum,0.312242463
10-Aug,Growth,-0.037951988
10-Aug,Capex,-0.100351853
10-Sep,Alpha,0.721684852
10-Sep,Market,0.000505733
10-Sep,Size,0.026385661
10-Sep,Quality,-0.001240143
10-Sep,Momentum,0.343399211
10-Sep,Growth,-0.057991476
10-Sep,Capex,-0.027352671
10-Oct,Alpha,0.969489198
10-Oct,Market,0.034518839
10-Oct,Size,0.019208403
10-Oct,Quality,0.026107883
10-Oct,Momentum,0.258022784
10-Oct,Growth,-0.055951379
10-Oct,Capex,-0.025645374
10-Nov,Alpha,1.152798631
10-Nov,Market,0.044781309
10-Nov,Size,0.042200462
10-Nov,Quality,0.048873643
10-Nov,Momentum,0.095552395
10-Nov,Growth,-0.087384507
10-Nov,Capex,-0.007081826
10-Dec,Alpha,1.110565215
10-Dec,Market,0.057983781
10-Dec,Size,0.016809843
10-Dec,Quality,0.050969243
10-Dec,Momentum,0.165718938
10-Dec,Growth,-0.067384313
10-Dec,Capex,0.009797845
11-Jan,Alpha,0.675387263
11-Jan,Market,0.142787533
11-Jan,Size,0.024083418
11-Jan,Quality,0.03113701
11-Jan,Momentum,0.239930255
11-Jan,Growth,0.000369282
11-Jan,Capex,0.040958804
11-Feb,Alpha,0.51427727
11-Feb,Market,0.147426096
11-Feb,Size,0.028349297
11-Feb,Quality,0.034880236
11-Feb,Momentum,0.280815364
11-Feb,Growth,-0.001238442
11-Feb,Capex,0.044478164
11-Mar,Alpha,0.569011935
11-Mar,Market,0.135377153
11-Mar,Size,0.032854316
11-Mar,Quality,0.071127151
11-Mar,Momentum,0.296647402
11-Mar,Growth,-0.003379189
11-Mar,Capex,0.032967748
11-Apr,Alpha,0.619382471
11-Apr,Market,0.151395773
11-Apr,Size,0.032726081
11-Apr,Quality,0.084199784
11-Apr,Momentum,0.327288581
11-Apr,Growth,-0.01439454
11-Apr,Capex,0.026817303
11-May,Alpha,0.604703789
11-May,Market,0.146096642
11-May,Size,0.035626374
11-May,Quality,0.093799346
11-May,Momentum,0.338304779
11-May,Growth,-0.016284159
11-May,Capex,0.021355222
11-Jun,Alpha,0.513978056
11-Jun,Market,0.1618664
11-Jun,Size,0.037978384
11-Jun,Quality,0.070304134
11-Jun,Momentum,0.330937097
11-Jun,Growth,0.000915619
11-Jun,Capex,0.014724593
11-Jul,Alpha,0.514865705
11-Jul,Market,0.14667706
11-Jul,Size,0.050222511
11-Jul,Quality,0.077220306
11-Jul,Momentum,0.368236091
11-Jul,Growth,-0.00370782
11-Jul,Capex,0.010004238
11-Aug,Alpha,0.404490743
11-Aug,Market,0.079654869
11-Aug,Size,0.057473038
11-Aug,Quality,0.057895011
11-Aug,Momentum,0.401845719
11-Aug,Growth,-0.006996479
11-Aug,Capex,0.002626705
11-Sep,Alpha,0.334077746
11-Sep,Market,-0.001512286
11-Sep,Size,0.061008932
11-Sep,Quality,0.052773845
11-Sep,Momentum,0.354899865
11-Sep,Growth,-0.00145143
11-Sep,Capex,0.012477853
11-Oct,Alpha,0.645652945
11-Oct,Market,0.069974316
11-Oct,Size,0.01716878
11-Oct,Quality,0.036088773
11-Oct,Momentum,0.255800619
11-Oct,Growth,0.013957016
11-Oct,Capex,-0.001254803
11-Nov,Alpha,0.674076446
11-Nov,Market,0.026848923
11-Nov,Size,0.028229711
11-Nov,Quality,0.026907964
11-Nov,Momentum,0.152571569
11-Nov,Growth,0.009657335
11-Nov,Capex,-0.005487803
11-Dec,Alpha,0.671968635
11-Dec,Market,0.013514276
11-Dec,Size,0.030860294
11-Dec,Quality,0.027808859
11-Dec,Momentum,0.150271379
11-Dec,Growth,0.010748946
11-Dec,Capex,-0.013331634
12-Jan,Alpha,0.814207917
12-Jan,Market,0.073266997
12-Jan,Size,0.04457709
12-Jan,Quality,0.010112861
12-Jan,Momentum,0.095463407
12-Jan,Growth,0.00741188
12-Jan,Capex,-0.002580564
12-Feb,Alpha,0.912050493
12-Feb,Market,0.129942757
12-Feb,Size,0.039996668
12-Feb,Quality,0.00786405
12-Feb,Momentum,0.070502847
12-Feb,Growth,0.008334458
12-Feb,Capex,-0.000438425
12-Mar,Alpha,0.962269471
12-Mar,Market,0.1273315
12-Mar,Size,0.045333146
12-Mar,Quality,0.010361835
12-Mar,Momentum,0.088203585
12-Mar,Growth,0.008833432
12-Mar,Capex,-0.01604365
12-Apr,Alpha,1.015794508
12-Apr,Market,0.110285886
12-Apr,Size,0.051222219
12-Apr,Quality,3.75E-05
12-Apr,Momentum,0.107351269
12-Apr,Growth,0.008327362
12-Apr,Capex,-0.014841564
12-May,Alpha,1.007855543
12-May,Market,-0.0087409
12-May,Size,0.056381358
12-May,Quality,-0.012852649
12-May,Momentum,0.154472669
12-May,Growth,0.005790769
12-May,Capex,-0.025984612
12-Jun,Alpha,1.021472049
12-Jun,Market,0.045040419
12-Jun,Size,0.03217039
12-Jun,Quality,-0.011527614
12-Jun,Momentum,0.153047077
12-Jun,Growth,0.006015989
12-Jun,Capex,-0.040502427
12-Jul,Alpha,1.082656846
12-Jul,Market,0.052760581
12-Jul,Size,0.023369124
12-Jul,Quality,-0.012125888
12-Jul,Momentum,0.17020541
12-Jul,Growth,0.007061198
12-Jul,Capex,-0.031615954
12-Aug,Alpha,1.062249488
12-Aug,Market,0.082486464
12-Aug,Size,0.017930373
12-Aug,Quality,0.008719899
12-Aug,Momentum,0.16234296
12-Aug,Growth,0.008137914
12-Aug,Capex,-0.034365321
12-Sep,Alpha,1.163222047
12-Sep,Market,0.117625857
12-Sep,Size,0.025598157
12-Sep,Quality,0.006208371
12-Sep,Momentum,0.156479481
12-Sep,Growth,0.006325397
12-Sep,Capex,-0.029193605
12-Oct,Alpha,1.192545898
12-Oct,Market,0.125919852
12-Oct,Size,0.019052347
12-Oct,Quality,0.006350354
12-Oct,Momentum,0.157191861
12-Oct,Growth,0.005770474
12-Oct,Capex,-0.036222672
12-Nov,Alpha,1.211015598
12-Nov,Market,0.146084806
12-Nov,Size,0.001540451
12-Nov,Quality,0.013070198
12-Nov,Momentum,0.160101471
12-Nov,Growth,0.00630804
12-Nov,Capex,-0.035552121
12-Dec,Alpha,1.391609284
12-Dec,Market,0.18223257
12-Dec,Size,0.010400996
12-Dec,Quality,0.005205971
12-Dec,Momentum,0.152178688
12-Dec,Growth,-3.69E-05
12-Dec,Capex,-0.047200357
13-Jan,Alpha,1.459941904
13-Jan,Market,0.240671993
13-Jan,Size,0.014714205
13-Jan,Quality,0.011463631
13-Jan,Momentum,0.149188186
13-Jan,Growth,0.00010406
13-Jan,Capex,-0.05925511
13-Feb,Alpha,1.463396267
13-Feb,Market,0.229590931
13-Feb,Size,0.023662906
13-Feb,Quality,0.018970606
13-Feb,Momentum,0.149459774
13-Feb,Growth,-2.51E-05
13-Feb,Capex,-0.065044951
13-Mar,Alpha,1.562548647
13-Mar,Market,0.237262638
13-Mar,Size,0.034852968
13-Mar,Quality,0.017448862
13-Mar,Momentum,0.167926326
13-Mar,Growth,-0.0012067
13-Mar,Capex,-0.069142799
13-Apr,Alpha,1.58886878
13-Apr,Market,0.287714683
13-Apr,Size,0.0259489
13-Apr,Quality,0.029006081
13-Apr,Momentum,0.151321535
13-Apr,Growth,-0.000212152
13-Apr,Capex,-0.091219171
13-May,Alpha,1.482454941
13-May,Market,0.278821843
13-May,Size,0.019525943
13-May,Quality,0.048084847
13-May,Momentum,0.139754106
13-May,Growth,0.001171611
13-May,Capex,-0.06473992
13-Jun,Alpha,1.299186082
13-Jun,Market,0.235451886
13-Jun,Size,0.021809619
13-Jun,Quality,0.042503077
13-Jun,Momentum,0.160573195
13-Jun,Growth,0.000400416
13-Jun,Capex,-0.088651198
13-Jul,Alpha,1.308336113
13-Jul,Market,0.299476133
13-Jul,Size,0.015449147
13-Jul,Quality,0.045167155
13-Jul,Momentum,0.146436418
13-Jul,Growth,0.001092341
13-Jul,Capex,-0.06973086
13-Aug,Alpha,1.194921957
13-Aug,Market,0.287203668
13-Aug,Size,0.030041431
13-Aug,Quality,0.043999878
13-Aug,Momentum,0.16706818
13-Aug,Growth,0.000841233
13-Aug,Capex,-0.071111566
13-Sep,Alpha,1.244089166
13-Sep,Market,0.3619115
13-Sep,Size,0.035999358
13-Sep,Quality,0.045692217
13-Sep,Momentum,0.159790066
13-Sep,Growth,0.000437998
13-Sep,Capex,-0.08611332
13-Oct,Alpha,1.370601379
13-Oct,Market,0.40501091
13-Oct,Size,0.025545198
13-Oct,Quality,0.048332974
13-Oct,Momentum,0.163321547
13-Oct,Growth,-0.000225281
13-Oct,Capex,-0.093917858
13-Nov,Alpha,1.366179272
13-Nov,Market,0.415608605
13-Nov,Size,0.022504342
13-Nov,Quality,0.05715854
13-Nov,Momentum,0.161585433
13-Nov,Growth,-0.000107447
13-Nov,Capex,-0.100943064
13-Dec,Alpha,1.370687682
13-Dec,Market,0.437428618
13-Dec,Size,0.024915793
13-Dec,Quality,0.060185502
13-Dec,Momentum,0.161054946
13-Dec,Growth,-6.43E-05
13-Dec,Capex,-0.093570314
14-Jan,Alpha,1.051046226
14-Jan,Market,0.41271914
14-Jan,Size,0.040009986
14-Jan,Quality,0.115886486
14-Jan,Momentum,0.132659537
14-Jan,Growth,-0.001738934
14-Jan,Capex,-0.110869122
14-Feb,Alpha,1.029595389
14-Feb,Market,0.473697963
14-Feb,Size,0.031680768
14-Feb,Quality,0.096959777
14-Feb,Momentum,0.157105191
14-Feb,Growth,-0.00127616
14-Feb,Capex,-0.121436269
14-Mar,Alpha,1.149103436
14-Mar,Market,0.477997345
14-Mar,Size,0.038633438
14-Mar,Quality,0.139152331
14-Mar,Momentum,0.1161639
14-Mar,Growth,-0.000687049
14-Mar,Capex,-0.123758182
14-Apr,Alpha,1.204440678
14-Apr,Market,0.494188276
14-Apr,Size,0.027784297
14-Apr,Quality,0.151006425
14-Apr,Momentum,0.105331709
14-Apr,Growth,-0.000668479
14-Apr,Capex,-0.119217102
14-May,Alpha,1.332102491
14-May,Market,0.518171493
14-May,Size,0.023974466
14-May,Quality,0.166038359
14-May,Momentum,0.092636078
14-May,Growth,-0.001246778
14-May,Capex,-0.117721225
14-Jun,Alpha,1.381339517
14-Jun,Market,0.5348818
14-Jun,Size,0.034402835
14-Jun,Quality,0.16150569
14-Jun,Momentum,0.097944871
14-Jun,Growth,-0.001478951
14-Jun,Capex,-0.107533499
14-Jul,Alpha,1.337273826
14-Jul,Market,0.510115631
14-Jul,Size,0.038174783
14-Jul,Quality,0.165563362
14-Jul,Momentum,0.094621587
14-Jul,Growth,-0.001621824
14-Jul,Capex,-0.105659217
14-Aug,Alpha,1.398200238
14-Aug,Market,0.505173295
14-Aug,Size,0.039477623
14-Aug,Quality,0.161492366
14-Aug,Momentum,0.095417494
14-Aug,Growth,-0.001688106
14-Aug,Capex,-0.107423346
14-Sep,Alpha,1.336121276
14-Sep,Market,0.444803054
14-Sep,Size,0.029499907
14-Sep,Quality,0.159162676
14-Sep,Momentum,0.097026615
14-Sep,Growth,-0.001672693
14-Sep,Capex,-0.108748466
14-Oct,Alpha,1.391309124
14-Oct,Market,0.418617711
14-Oct,Size,0.018775068
14-Oct,Quality,0.174584686
14-Oct,Momentum,0.095496958
14-Oct,Growth,-0.00053701
14-Oct,Capex,-0.103140951
14-Nov,Alpha,1.308003876
14-Nov,Market,0.43313051
14-Nov,Size,0.007655852
14-Nov,Quality,0.187063693
14-Nov,Momentum,0.098120601
14-Nov,Growth,0.000124394
14-Nov,Capex,-0.102375735
14-Dec,Alpha,1.236863179
14-Dec,Market,0.394988461
14-Dec,Size,0.017925163
14-Dec,Quality,0.195211549
14-Dec,Momentum,0.086936554
14-Dec,Growth,0.000817203
14-Dec,Capex,-0.078929213
15-Jan,Alpha,1.184433921
15-Jan,Market,0.38917563
15-Jan,Size,0.014571364
15-Jan,Quality,0.189201558
15-Jan,Momentum,0.075145995
15-Jan,Growth,0.001865997
15-Jan,Capex,-0.073960415
15-Feb,Alpha,1.167983014
15-Feb,Market,0.465069999
15-Feb,Size,0.006653729
15-Feb,Quality,0.185422828
15-Feb,Momentum,0.08595542
15-Feb,Growth,0.001227615
15-Feb,Capex,-0.068513733
15-Mar,Alpha,1.101415448
15-Mar,Market,0.449094382
15-Mar,Size,0.011893032
15-Mar,Quality,0.198473969
15-Mar,Momentum,0.077554032
15-Mar,Growth,0.002100772
15-Mar,Capex,-0.060372451
15-Apr,Alpha,1.052412246
15-Apr,Market,0.517570848
15-Apr,Size,0.02351983
15-Apr,Quality,0.211379529
15-Apr,Momentum,0.066677947
15-Apr,Growth,0.001789031
15-Apr,Capex,-0.043937141
15-May,Alpha,1.099026655
15-May,Market,0.509999838
15-May,Size,0.033058499
15-May,Quality,0.196062575
15-May,Momentum,0.075678137
15-May,Growth,0.002803497
15-May,Capex,-0.04239789
15-Jun,Alpha,1.107675753
15-Jun,Market,0.471347792
15-Jun,Size,0.04480537
15-Jun,Quality,0.201946903
15-Jun,Momentum,0.077595698
15-Jun,Growth,0.002754484
15-Jun,Capex,-0.044124559
15-Jul,Alpha,1.032842888
15-Jul,Market,0.476707527
15-Jul,Size,0.029769281
15-Jul,Quality,0.198023804
15-Jul,Momentum,0.108313732
15-Jul,Growth,0.001068386
15-Jul,Capex,-0.052588719
15-Aug,Alpha,0.922344681
15-Aug,Market,0.389151135
15-Aug,Size,0.041497563
15-Aug,Quality,0.205358923
15-Aug,Momentum,0.111528647
15-Aug,Growth,0.000870381
15-Aug,Capex,-0.057426038
15-Sep,Alpha,0.894220832
15-Sep,Market,0.326134096
15-Sep,Size,0.052085228
15-Sep,Quality,0.216022563
15-Sep,Momentum,0.113902588
15-Sep,Growth,0.000578083
15-Sep,Capex,-0.057570834
15-Oct,Alpha,0.930917349
15-Oct,Market,0.412783072
15-Oct,Size,0.036811848
15-Oct,Quality,0.20615179
15-Oct,Momentum,0.122674862
15-Oct,Growth,0.00185022
15-Oct,Capex,-0.04768561
15-Nov,Alpha,0.869500011
15-Nov,Market,0.387704833
15-Nov,Size,0.040013471
15-Nov,Quality,0.17521497
15-Nov,Momentum,0.131855021
15-Nov,Growth,0.002248983
15-Nov,Capex,-0.029777034
15-Dec,Alpha,0.861731491
15-Dec,Market,0.371120275
15-Dec,Size,0.05185342
15-Dec,Quality,0.181582055
15-Dec,Momentum,0.127487256
15-Dec,Growth,0.002773132
15-Dec,Capex,-0.023838956
16-Jan,Alpha,0.82041539
16-Jan,Market,0.282017116
16-Jan,Size,0.048600178
16-Jan,Quality,0.210652622
16-Jan,Momentum,0.119515714
16-Jan,Growth,0.005222211
16-Jan,Capex,-0.032182881
16-Feb,Alpha,0.853847045
16-Feb,Market,0.269294821
16-Feb,Size,0.058071053
16-Feb,Quality,0.21358785
16-Feb,Momentum,0.110467837
16-Feb,Growth,0.007477875
16-Feb,Capex,-0.035599741
16-Mar,Alpha,0.986564801
16-Mar,Market,0.358019915
16-Mar,Size,0.069361315
16-Mar,Quality,0.235957693
16-Mar,Momentum,0.101389324
16-Mar,Growth,0.007251918
16-Mar,Capex,-0.030720184
16-Apr,Alpha,0.96841849
16-Apr,Market,0.40174953
16-Apr,Size,0.072583093
16-Apr,Quality,0.228939916
16-Apr,Momentum,0.100242551
16-Apr,Growth,0.006726335
16-Apr,Capex,-0.03484648
16-May,Alpha,0.955410704
16-May,Market,0.390122655
16-May,Size,0.074879071
16-May,Quality,0.240381158
16-May,Momentum,0.096617595
16-May,Growth,0.008044889
16-May,Capex,-0.02606678
16-Jun,Alpha,1.007641903
16-Jun,Market,0.348902153
16-Jun,Size,0.084055079
16-Jun,Quality,0.276627455
16-Jun,Momentum,0.120914394
16-Jun,Growth,0.015305493
16-Jun,Capex,-0.022578291
16-Jul,Alpha,1.085036548
16-Jul,Market,0.416010127
16-Jul,Size,0.085144522
16-Jul,Quality,0.27463608
16-Jul,Momentum,0.119494903
16-Jul,Growth,0.013906954
16-Jul,Capex,-0.018385593
16-Aug,Alpha,1.345873291
16-Aug,Market,0.405145164
16-Aug,Size,0.080559189
16-Aug,Quality,0.244911492
16-Aug,Momentum,0.089247863
16-Aug,Growth,0.00248024
16-Aug,Capex,-0.025178714
16-Sep,Alpha,1.316149663
16-Sep,Market,0.422363236
16-Sep,Size,0.086366376
16-Sep,Quality,0.25248721
16-Sep,Momentum,0.086353126
16-Sep,Growth,0.000277313
16-Sep,Capex,-0.033166345
16-Oct,Alpha,1.492577246
16-Oct,Market,0.384107488
16-Oct,Size,0.082721117
16-Oct,Quality,0.179226893
16-Oct,Momentum,0.111079541
16-Oct,Growth,-0.004277049
16-Oct,Capex,-0.041529195
16-Nov,Alpha,0.943293171
16-Nov,Market,0.378225374
16-Nov,Size,0.093598957
16-Nov,Quality,0.236767866
16-Nov,Momentum,0.15574823
16-Nov,Growth,-0.000948109
16-Nov,Capex,-0.051168656
16-Dec,Alpha,0.927258868
16-Dec,Market,0.415028736
16-Dec,Size,0.088897486
16-Dec,Quality,0.230865265
16-Dec,Momentum,0.159073622
16-Dec,Growth,0.000597296
16-Dec,Capex,-0.055135007
17-Jan,Alpha,1.002226509
17-Jan,Market,0.464018879
17-Jan,Size,0.096810312
17-Jan,Quality,0.22600044
17-Jan,Momentum,0.166955273
17-Jan,Growth,0.001424657
17-Jan,Capex,-0.057383293
17-Feb,Alpha,1.056193172
17-Feb,Market,0.476125093
17-Feb,Size,0.101737855
17-Feb,Quality,0.240527003
17-Feb,Momentum,0.158962223
17-Feb,Growth,0.000911229
17-Feb,Capex,-0.055927535
17-Mar,Alpha,1.152706831
17-Mar,Market,0.521320939
17-Mar,Size,0.094920752
17-Mar,Quality,0.253878564
17-Mar,Momentum,0.156660781
17-Mar,Growth,0.000141607
17-Mar,Capex,-0.054413698
17-Apr,Alpha,1.260916327
17-Apr,Market,0.5647312
17-Apr,Size,0.0918484
17-Apr,Quality,0.267243633
17-Apr,Momentum,0.151721754
17-Apr,Growth,-0.000396628
17-Apr,Capex,-0.051844695
17-May,Alpha,1.224675643
17-May,Market,0.603779068
17-May,Size,0.086681133
17-May,Quality,0.244299488
17-May,Momentum,0.180664351
17-May,Growth,-0.002441896
17-May,Capex,-0.053101906
17-Jun,Alpha,1.292142799
17-Jun,Market,0.608807279
17-Jun,Size,0.094737065
17-Jun,Quality,0.231123896
17-Jun,Momentum,0.189050706
17-Jun,Growth,-0.001169373
17-Jun,Capex,-0.055213206
17-Jul,Alpha,1.456759606
17-Jul,Market,0.659264622
17-Jul,Size,0.095181242
17-Jul,Quality,0.200533207
17-Jul,Momentum,0.210920239
17-Jul,Growth,0.00110883
17-Jul,Capex,-0.05909277
17-Aug,Alpha,1.442188818
17-Aug,Market,0.661816034
17-Aug,Size,0.096485465
17-Aug,Quality,0.199627848
17-Aug,Momentum,0.219650192
17-Aug,Growth,0.000680086
17-Aug,Capex,-0.063137152
17-Sep,Alpha,1.456155347
17-Sep,Market,0.697131019
17-Sep,Size,0.096843047
17-Sep,Quality,0.198391472
17-Sep,Momentum,0.220198346
17-Sep,Growth,0.001698994
17-Sep,Capex,-0.066052492
17-Oct,Alpha,1.441128955
17-Oct,Market,0.72118736
17-Oct,Size,0.097667715
17-Oct,Quality,0.203016618
17-Oct,Momentum,0.219567393
17-Oct,Growth,0.001573338
17-Oct,Capex,-0.065227039
17-Nov,Alpha,1.473456016
17-Nov,Market,0.734690781
17-Nov,Size,0.098095209
17-Nov,Quality,0.205986879
17-Nov,Momentum,0.221233046
17-Nov,Growth,0.001290432
17-Nov,Capex,-0.060232724
17-Dec,Alpha,1.582573567
17-Dec,Market,0.766952669
17-Dec,Size,0.109555056
17-Dec,Quality,0.195040814
17-Dec,Momentum,0.214707713
17-Dec,Growth,0.001226779
17-Dec,Capex,-0.060384739
18-Jan,Alpha,1.440673909
18-Jan,Market,0.83397916
18-Jan,Size,0.111690359
18-Jan,Quality,0.225163184
18-Jan,Momentum,0.190793257
18-Jan,Growth,0.001958661
18-Jan,Capex,-0.070341375
18-Feb,Alpha,1.44141916
18-Feb,Market,0.761167438
18-Feb,Size,0.119548506
18-Feb,Quality,0.233340795
18-Feb,Momentum,0.1937924
18-Feb,Growth,0.00119289
18-Feb,Capex,-0.067428721
18-Mar,Alpha,1.331686323
18-Mar,Market,0.747494323
18-Mar,Size,0.119247587
18-Mar,Quality,0.235411538
18-Mar,Momentum,0.20083323
18-Mar,Growth,-0.001058581
18-Mar,Capex,-0.048530023
18-Apr,Alpha,1.38163571
18-Apr,Market,0.774904622
18-Apr,Size,0.10371397
18-Apr,Quality,0.222279661
18-Apr,Momentum,0.200571203
18-Apr,Growth,0.002071453
18-Apr,Capex,-0.052981935
18-May,Alpha,1.147851274
18-May,Market,0.736387183
18-May,Size,0.09905077
18-May,Quality,0.207831209
18-May,Momentum,0.223678845
18-May,Growth,-0.007429334
18-May,Capex,-0.031843414
18-Jun,Alpha,1.107218129
18-Jun,Market,0.715456035
18-Jun,Size,0.09364191
18-Jun,Quality,0.212006125
18-Jun,Momentum,0.221932577
18-Jun,Growth,-0.009975013
18-Jun,Capex,-0.028918004
18-Jul,Alpha,1.238350828
18-Jul,Market,0.740483292
18-Jul,Size,0.075227376
18-Jul,Quality,0.197014878
18-Jul,Momentum,0.210856868
18-Jul,Growth,-0.007102502
18-Jul,Capex,-0.029899265
18-Aug,Alpha,1.236129452
18-Aug,Market,0.711480244
18-Aug,Size,0.077990578
18-Aug,Quality,0.206325598
18-Aug,Momentum,0.215750738
18-Aug,Growth,-0.014665019
18-Aug,Capex,-0.023475765
18-Sep,Alpha,1.033964633
18-Sep,Market,0.734115662
18-Sep,Size,0.080891139
18-Sep,Quality,0.223764821
18-Sep,Momentum,0.193663819
18-Sep,Growth,-0.009540377
18-Sep,Capex,-0.026144623
18-Oct,Alpha,1.109675572
18-Oct,Market,0.574460068
18-Oct,Size,0.068506039
18-Oct,Quality,0.201006761
18-Oct,Momentum,0.161935757
18-Oct,Growth,-0.005168238
18-Oct,Capex,-0.025382661
18-Nov,Alpha,1.276178879
18-Nov,Market,0.57824896
18-Nov,Size,0.07055725
18-Nov,Quality,0.220969562
18-Nov,Momentum,0.119285857
18-Nov,Growth,-0.006155782
18-Nov,Capex,-0.021272661
18-Dec,Alpha,1.321550994
18-Dec,Market,0.490367579
18-Dec,Size,0.053683052
18-Dec,Quality,0.207938678
18-Dec,Momentum,0.151929956
18-Dec,Growth,-0.003776406
18-Dec,Capex,-0.032942464
19-Jan,Alpha,1.353563625
19-Jan,Market,0.566292088
19-Jan,Size,0.049401418
19-Jan,Quality,0.193195882
19-Jan,Momentum,0.17213894
19-Jan,Growth,-0.007946432
19-Jan,Capex,-0.03080437
19-Feb,Alpha,1.247520937
19-Feb,Market,0.5997821
19-Feb,Size,0.048946287
19-Feb,Quality,0.211455624
19-Feb,Momentum,0.175391242
19-Feb,Growth,-0.013926842
19-Feb,Capex,-0.024649297
19-Mar,Alpha,1.396429286
19-Mar,Market,0.604487776
19-Mar,Size,0.040609528
19-Mar,Quality,0.197833555
19-Mar,Momentum,0.204273447
19-Mar,Growth,-0.017766693
19-Mar,Capex,-0.023885128
19-Apr,Alpha,1.303587459
19-Apr,Market,0.642011065
19-Apr,Size,0.038347938
19-Apr,Quality,0.19933441
19-Apr,Momentum,0.222004987
19-Apr,Growth,-0.023773534
19-Apr,Capex,-0.022183895
19-May,Alpha,1.195505216
19-May,Market,0.584223238
19-May,Size,0.043283984
19-May,Quality,0.226604959
19-May,Momentum,0.212781202
19-May,Growth,-0.031159905
19-May,Capex,-0.022963356
19-Jun,Alpha,1.231846031
19-Jun,Market,0.651437934
19-Jun,Size,0.0345288
19-Jun,Quality,0.227159355
19-Jun,Momentum,0.215052439
19-Jun,Growth,-0.032679017
19-Jun,Capex,-0.024357988
